segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1134,1,1,CADC0894,5,220,21,0.02854570286,0.002780230626,0.05272789229,6.368604539,2.808723574,1,1,1,1,2,0.003377969203,0.007686002832,16100,105,1.26E-05,0.0001323919346
1135,0,1,CADC0894,5,195,40,0.202923874,0.03989109439,0.1997275504,-1.38795553,0.4915048787,1,1,1,4,8,0.001474458199,0.0003986245119,975,200,0.0002045697148,0.0009972773596
1136,0,1,CADC0894,5,205,42,0.2086640043,0.04433824778,0.2105664925,-1.370610949,0.5188543089,1,1,1,3,7,0.001451018776,0.0003615618025,1025,210,0.0002162841355,0.001055672566
1137,0,1,CADC0894,5,215,44,0.2273274655,0.04909415475,0.221572008,-1.427021605,0.4370234988,1,1,1,1,9,0.001316742088,0.0001923590115,1075,220,0.0002283449058,0.001115776244
1138,0,1,CADC0894,5,215,44,0.2548784048,0.05810111463,0.241041728,-1.547948196,0.3676301367,1,1,1,4,12,0.001558972297,0.0002437861977,1075,220,0.0002702377425,0.001320479878
1139,0,1,CADC0894,5,225,46,0.279655218,0.07040524267,0.2653398626,-1.435268176,0.3517694643,1,1,1,2,5,0.001699732818,0.0004337372592,1125,230,0.0003129121896,0.001530548754
1140,0,1,CADC0894,5,245,50,0.2786502456,0.0801562315,0.2831187587,-1.417342522,0.4406079041,1,1,1,3,11,0.001683078476,0.0003137232135,1225,250,0.0003271682918,0.00160312463
1141,0,1,CADC0894,5,215,44,0.3219742314,0.0795105007,0.2819760641,-1.54777853,0.1950612066,1,1,1,2,7,0.001981988077,0.0004386574867,1075,220,0.0003698162823,0.001807056834
1142,0,1,CADC0894,5,225,46,0.2930981735,0.07490327677,0.2736846301,-1.482467803,0.331351431,1,1,1,3,7,0.001759256288,0.000396471958,1125,230,0.0003329034523,0.001628332104
1143,0,1,CADC0894,5,220,45,0.2717618844,0.07314948524,0.2704616151,-1.487269601,0.3782150255,1,1,1,3,4,0.002007970315,0.0008690995101,1100,225,0.0003324976602,0.001625544116
1144,0,1,CADC0894,5,220,45,0.2547181329,0.0651486667,0.2552423685,-1.464937488,0.3757786591,1,1,1,1,3,0.001785156932,0.0006129992453,1100,225,0.0002961303032,0.001447748149
1145,0,1,CADC0894,5,215,44,0.2399835845,0.05878149729,0.2424489581,-1.509409281,0.4161021994,1,1,1,1,9,0.001602174727,0.0002198164636,1075,220,0.000273402313,0.00133594312
1146,0,1,CADC0894,5,205,42,0.2298076757,0.05594015079,0.236516703,-1.386676719,0.460370622,1,1,1,2,4,0.001808863772,0.000726875318,1025,210,0.0002728787843,0.001331908352
1147,0,1,CADC0894,5,220,45,0.2162670511,0.05297508566,0.2301631718,-1.384957263,0.4985929231,1,1,1,2,8,0.001388106264,0.0001652177565,1100,225,0.0002407958439,0.001177224126
1148,0,1,CADC0894,5,225,46,0.2209572883,0.05521334135,0.234975193,-1.45978826,0.4714169023,1,1,1,1,10,0.001422007675,0.0001544250869,1125,230,0.0002453926282,0.001200290029
1149,0,1,CADC0894,5,240,49,0.3319349655,0.1680938174,0.4099924602,-1.064813343,0.7589704517,1,1,1,1,8,0.00452862325,0.0003984546396,1200,245,0.0007003909058,0.003430486069
1150,0,1,CADC0894,5,265,54,0.378057963,0.2394401943,0.4893262657,-0.8200214203,0.869340747,1,1,1,1,4,0.006172157214,0.001410248421,1325,270,0.0009035479032,0.004434077673
1151,0,1,CADC0894,5,240,49,0.355206602,0.2077407712,0.4557858831,-0.8541982618,0.863189019,1,1,1,1,2,0.005891989746,0.0004113452806,1200,245,0.0008655865466,0.004239607575
1152,1,1,CADC0894,5,320,65,0.4541684614,0.188148013,0.4337603174,-1.858813479,0.1254413192,1,1,1,2,3,0.004227640047,0.0008685887829,1600,325,0.0005879625405,0.002894584815
1153,0,1,CADC0894,5,215,44,0.2549064341,0.1144038703,0.3382364118,-1.000725474,0.8309298439,1,1,1,1,3,0.004800033109,0.001580015346,1075,220,0.0005321110244,0.00260008796
1154,0,1,CADC0894,5,200,41,0.2548970244,0.1185440856,0.3443023172,-0.9034945841,0.8771982713,1,1,1,1,3,0.005785797703,0.001824826303,1000,205,0.0005927204281,0.002891319162
1155,0,1,CADC0894,5,215,44,0.2284386968,0.1069560144,0.3270413038,-0.5748468142,1.03691545,1,1,1,1,2,0.004638146519,0.0005597730334,1075,220,0.0004974698344,0.002430818509
1156,0,0,CADC0894,5,205,42,0.2322993407,0.1009791094,0.3177721029,-0.8117921945,0.927057921,1,1,1,1,4,0.004499012629,0.0007217096228,1025,210,0.0004925810213,0.002404264509
1157,0,1,CADC0894,5,200,41,0.2451616659,0.09889387731,0.3144739692,-1.025423724,0.811471789,1,1,1,1,7,0.004057129256,0.0004595145259,1000,205,0.0004944693865,0.002412045788
1158,0,0,CADC0894,5,225,46,0.2288256904,0.1014908032,0.3185762126,-0.7082596696,0.9794201521,1,1,1,1,4,0.003842851425,0.0004297279746,1125,230,0.0004510702366,0.002206321809
1159,0,1,CADC0894,5,190,39,0.2679335046,0.1130102326,0.336169946,-1.013927896,0.7942815975,1,1,1,1,2,0.004894841239,0.0005223711864,950,195,0.0005947906978,0.002897698271
1160,0,1,CADC0894,5,230,47,0.2256087138,0.1032119921,0.3212662325,-0.5497859235,1.048022976,1,1,1,1,3,0.004159504368,0.0008794581886,1150,235,0.0004487477919,0.002195999833
1161,0,1,CADC0894,5,195,40,0.277833734,0.1050796343,0.32415989,-1.10737301,0.7372257293,1,1,1,1,2,0.004408259573,0.0007222614205,975,200,0.0005388699193,0.002626990857
1162,0,1,CADC0894,5,235,48,0.248648635,0.09421227765,0.3069401858,-0.7806617545,0.9472117394,1,1,1,2,3,0.003908079745,0.001776331085,1175,240,0.0004009033092,0.001962755784
1163,1,1,CADC0894,5,225,23,0.05878346435,0.001704761872,0.04128876205,-1.676428011,-0.04046331886,1,1,1,1,1,0.0004021197423,0.0007213289378,14925,115,7.58E-06,7.41E-05
1164,0,1,CADC0894,5,200,41,0.3197443022,0.1036171565,0.3218961891,-1.02513525,0.7498698734,1,1,1,1,5,0.004665245777,0.0009048363396,1000,205,0.0005180857827,0.00252724772
1165,0,1,CADC0894,5,210,43,0.3079936972,0.1053690909,0.3246060549,-0.8120965278,0.8630135213,1,1,1,1,5,0.004258039082,0.0004661691516,1050,215,0.0005017575755,0.002450443973
1166,0,0,CADC0894,5,200,41,0.2871995215,0.09787049379,0.3128426023,-0.9961783333,0.7795692445,1,1,1,1,5,0.003964504903,0.0004652601512,1000,205,0.0004893524689,0.002387085214
1167,0,1,CADC0894,5,230,47,0.2233631938,0.08028449175,0.2833451813,-0.6215524201,1.016234996,1,1,1,1,5,0.003033864554,0.0003333730624,1150,235,0.0003490630076,0.001708180675
1168,0,0,CADC0894,5,215,44,0.2136711827,0.07713572698,0.2777331939,-0.8100082081,0.9268728302,1,1,1,1,7,0.003006810887,0.0003551482025,1075,220,0.0003587708232,0.001753084704
1169,0,1,CADC0894,5,235,48,0.1738805181,0.06619709452,0.2572879603,-0.4484799828,1.107881711,1,1,1,1,5,0.002612910971,0.0003187825001,1175,240,0.0002816897639,0.001379106136
1170,0,0,CADC0894,5,205,42,0.1919683686,0.07062657288,0.2657566046,-0.805209466,0.9385077794,1,1,1,1,3,0.00334935748,0.0008765826126,1025,210,0.0003445198677,0.001681585068
1171,0,1,CADC0873,5,775,156,-1.50E-05,2.77E-10,1.66E-05,-1.451591239,0.1705019394,1,1,1,40,48,6.85E-13,6.63E-13,3875,780,3.57E-13,1.77E-12
1172,0,1,CADC0873,5,525,106,4.84E-06,2.22E-10,1.49E-05,-1.472772932,0.2142186744,1,1,1,29,33,1.08E-12,8.30E-13,2625,530,4.22E-13,2.09E-12
1173,0,1,CADC0873,5,495,100,4.28E-06,4.66E-10,2.16E-05,-1.407867946,0.1476467888,1,1,1,20,34,2.19E-12,7.92E-13,2475,500,9.42E-13,4.66E-12
1174,0,1,CADC0873,5,525,106,-5.22E-06,5.53E-10,2.35E-05,-1.39496873,0.1828492989,1,1,1,19,33,2.20E-12,7.40E-13,2625,530,1.05E-12,5.22E-12
1175,0,1,CADC0873,5,620,125,-1.33E-05,3.73E-10,1.93E-05,-1.378580271,0.2449754959,1,1,1,29,40,1.18E-12,6.25E-13,3100,625,6.01E-13,2.98E-12
1176,0,0,CADC0873,5,515,104,2.67E-05,2.15E-10,1.46E-05,-1.167183884,-0.2131602488,1,1,1,25,30,8.26E-13,7.12E-13,2575,520,4.17E-13,2.06E-12
1177,0,0,CADC0873,5,505,102,2.59E-05,9.97E-11,9.99E-06,-1.179389957,-0.2052781926,1,1,1,27,34,4.81E-13,5.31E-13,2525,510,1.98E-13,9.78E-13
1178,0,1,CADC0873,5,670,135,1.41E-05,1.40E-10,1.18E-05,-0.96460315,-0.4542929625,1,1,1,42,46,4.21E-13,6.64E-13,3350,675,2.09E-13,1.04E-12
1179,0,1,CADC0873,5,615,124,7.81E-06,2.44E-10,1.56E-05,-1.429112317,0.2537273359,1,1,1,35,42,8.88E-13,7.42E-13,3075,620,3.97E-13,1.97E-12
1180,0,1,CADC0873,5,600,121,8.89E-07,3.67E-10,1.92E-05,-1.436210649,0.127033955,1,1,1,36,40,1.26E-12,7.16E-13,3000,605,6.12E-13,3.03E-12
1181,0,1,CADC0873,5,530,107,4.38E-06,8.02E-10,2.83E-05,-1.336280643,0.05610592235,1,1,1,19,33,2.66E-12,7.72E-13,2650,535,1.51E-12,7.50E-12
1182,0,0,CADC0873,5,615,124,-1.48E-05,2.95E-10,1.72E-05,-1.375998855,0.02156630172,1,1,1,37,39,9.42E-13,7.76E-13,3075,620,4.80E-13,2.38E-12
1183,1,0,CADC0873,5,484,73,-3.48E-06,4.14E-10,2.03E-05,-1.118719408,-0.353834125,2,1,1,1,6,1.72E-11,3.16E-11,17928,365,8.55E-13,5.67E-12
1184,0,0,CADC0873,5,432,87,-1.78E-05,5.59E-11,7.48E-06,-0.3341481488,-0.710763378,1,1,1,25,29,5.49E-13,8.01E-13,2200,435,1.29E-13,6.43E-13
1185,0,1,CADC0873,5,465,94,-2.07E-05,2.77E-10,1.66E-05,-1.272417844,-0.1286152097,1,1,1,24,29,1.37E-12,9.04E-13,2361,470,5.95E-13,2.94E-12
1186,1,1,CADC0873,5,835,160,5.52E-07,4.17E-10,2.04E-05,-1.023088408,0.3349471162,2,2,1,2,3,4.93E-11,1.43E-10,5975,800,4.99E-13,2.61E-12
1187,0,1,CADC0873,5,500,101,1.35E-05,1.96E-10,1.40E-05,-1.396732868,0.004710745843,1,1,1,28,33,9.17E-13,6.58E-13,2500,505,3.92E-13,1.94E-12
1188,0,1,CADC0873,5,725,146,-1.01E-07,4.71E-10,2.17E-05,-1.161526608,-0.2311894442,1,1,1,35,48,7.60E-13,4.35E-13,3625,730,6.50E-13,3.23E-12
1189,1,0,CADC0873,5,870,175,1.71E-05,9.82E-11,9.91E-06,-0.54910658,-0.4288631144,19,5,2,20,21,6.58E-11,1.95E-10,4350,875,1.13E-13,5.61E-13
1190,0,0,CADC0873,5,460,93,-1.00E-06,9.42E-10,3.07E-05,-1.471300481,0.1110217933,1,1,1,6,9,5.46E-12,3.38E-12,2300,465,2.05E-12,1.01E-11
1191,0,1,CADC0873,5,400,81,-7.54E-06,6.93E-10,2.63E-05,-1.465470783,0.08264589258,1,1,1,15,26,4.37E-12,8.35E-13,2000,405,1.73E-12,8.56E-12
1192,1,1,CADC0873,5,456,92,-2.44E-06,3.25E-10,1.80E-05,-0.7937499092,0.01483713081,1,1,1,4,12,4.82E-12,3.60E-12,2286,460,7.12E-13,3.53E-12
1193,0,1,CADC0873,5,310,63,3.63E-06,5.82E-10,2.41E-05,-1.406772167,0.03416980317,1,1,1,10,20,6.41E-12,1.22E-12,1550,315,1.88E-12,9.23E-12
1194,0,0,CADC0873,5,285,58,-1.94E-06,4.17E-10,2.04E-05,-1.463667573,-0.05058119298,1,1,1,5,16,5.20E-12,5.00E-13,1425,290,1.46E-12,7.19E-12
1195,0,1,CADC0873,5,266,54,1.24E-06,2.23E-10,1.49E-05,-1.352959331,-0.05940544754,1,1,1,10,18,3.23E-12,7.27E-13,1336,270,8.39E-13,4.13E-12
1196,0,1,CADC0873,5,281,57,-6.72E-06,2.53E-10,1.59E-05,-1.441404473,0.06314079625,1,1,1,11,19,3.37E-12,9.05E-13,1425,285,9.02E-13,4.45E-12
1197,0,1,CADC0873,5,264,54,8.33E-06,3.64E-10,1.91E-05,-0.9858128546,-0.4325064838,1,1,1,9,18,3.85E-12,8.83E-13,1336,270,1.38E-12,6.74E-12
1198,0,0,CADC0873,5,275,56,2.18E-06,3.65E-10,1.91E-05,-1.512847529,0.02546592419,1,1,1,7,17,4.93E-12,8.11E-13,1397,280,1.33E-12,6.52E-12
1199,0,1,CADC0873,5,242,49,-6.42E-07,1.42E-10,1.19E-05,-0.9218420598,-0.5016231535,1,1,1,11,16,1.95E-12,6.09E-13,1232,245,5.87E-13,2.90E-12
1200,0,1,CADC0873,5,240,49,3.75E-06,2.54E-10,1.60E-05,-1.074685402,-0.4137340827,1,1,1,5,16,3.24E-12,4.68E-13,1200,245,1.06E-12,5.19E-12
1201,0,0,CADC0873,5,271,55,-2.91E-06,4.46E-10,2.11E-05,-1.393994903,-0.07995522594,1,1,1,5,18,5.96E-12,6.65E-13,1361,275,1.64E-12,8.10E-12
1202,1,1,CADC0873,5,310,53,-7.92E-06,7.61E-10,2.76E-05,-0.8727120589,0.3781797932,2,1,1,2,3,2.80E-10,7.79E-10,4300,265,2.45E-12,1.43E-11
1203,0,0,CADC0873,5,265,54,-1.06E-06,3.48E-10,1.87E-05,-1.471346886,-0.03664158232,1,1,1,11,16,5.07E-12,9.50E-13,1343,270,1.31E-12,6.45E-12
1204,1,0,CADC0873,5,331,67,-8.70E-07,2.78E-10,1.67E-05,-1.199619883,0.2087001353,9,2,2,10,12,1.76E-10,4.86E-10,1663,335,8.38E-13,4.14E-12
1205,0,0,CADC0873,5,205,42,-9.09E-06,1.06E-10,1.03E-05,-1.494324507,-0.02995868951,1,1,1,8,11,2.71E-12,8.44E-13,1025,210,5.19E-13,2.53E-12
1206,0,0,CADC0873,5,240,49,3.41E-06,6.57E-10,2.56E-05,-1.357412399,-0.1349809217,1,1,1,4,14,1.13E-11,1.73E-12,1200,245,2.74E-12,1.34E-11
1207,1,1,CADC0873,5,230,47,-4.58E-06,5.15E-10,2.27E-05,-1.29243974,-0.02645300674,2,1,1,1,1,4.35E-11,7.31E-11,1150,235,2.24E-12,1.10E-11
1208,0,1,CADC0873,5,220,45,-3.68E-07,4.28E-10,2.07E-05,-1.488254238,-0.1095380278,1,1,1,4,17,8.79E-12,8.85E-13,1100,225,1.95E-12,9.51E-12
1209,0,1,CADC0873,5,210,43,-2.75E-06,3.59E-10,1.89E-05,-1.500611125,0.01010909045,1,1,1,5,15,8.29E-12,1.10E-12,1050,215,1.71E-12,8.35E-12
1210,0,1,CADC0873,5,265,54,1.35E-06,8.02E-10,2.83E-05,-1.414794827,0.004996973701,1,1,1,6,17,1.17E-11,1.57E-12,1325,270,3.03E-12,1.49E-11
1211,0,1,CADC0873,5,250,51,-9.55E-07,2.55E-10,1.60E-05,-1.25989285,-0.1747200086,1,1,1,8,16,4.11E-12,1.22E-12,1250,255,1.02E-12,4.99E-12
1212,0,1,CADC0873,5,240,49,-1.22E-06,1.40E-10,1.18E-05,-1.421790739,-0.1376080464,1,1,1,11,16,2.56E-12,6.66E-13,1200,245,5.84E-13,2.86E-12
1213,1,1,CADC0873,5,192,30,-3.08E-06,1.36E-10,1.17E-05,-1.001771249,0.1229153806,2,1,1,2,4,4.06E-11,7.73E-11,3222,150,7.09E-13,4.54E-12
1214,0,1,CADC0873,5,190,39,1.20E-06,2.13E-10,1.46E-05,-1.501930046,0.01419618649,1,1,1,7,13,6.11E-12,1.43E-12,950,195,1.12E-12,5.46E-12
1215,0,0,CADC0873,5,216,44,-7.13E-07,3.76E-10,1.94E-05,-1.311377282,-0.1279313128,1,1,1,5,15,7.87E-12,1.46E-12,1086,220,1.74E-12,8.54E-12
1216,0,1,CADC0873,5,221,45,-1.58E-06,5.02E-10,2.24E-05,-1.485036599,0.01075105147,1,1,1,4,15,1.04E-11,1.38E-12,1125,225,2.27E-12,1.12E-11
1217,0,1,CADC0873,5,241,49,1.36E-06,7.24E-10,2.69E-05,-1.502685995,0.08547688713,1,1,1,4,14,1.27E-11,1.76E-12,1229,245,3.01E-12,1.48E-11
1218,0,1,CADC0873,5,211,43,-2.37E-06,2.83E-10,1.68E-05,-0.7528953058,-0.7107135649,1,1,1,6,14,3.78E-12,1.16E-12,1077,215,1.34E-12,6.59E-12
1219,0,1,CADC0873,5,215,44,-2.07E-06,2.53E-10,1.59E-05,-0.8816526192,-0.6303577362,1,1,1,9,15,3.56E-12,2.02E-12,1091,220,1.17E-12,5.74E-12
1220,0,1,CADC0873,5,225,46,2.62E-06,3.97E-10,1.99E-05,-1.323126429,-0.1054787488,1,1,1,7,16,7.45E-12,1.24E-12,1145,230,1.76E-12,8.63E-12
1221,0,0,CADC0873,5,200,41,-7.53E-06,1.75E-10,1.32E-05,-0.8924160997,-0.4232949448,1,1,1,5,12,4.15E-12,8.97E-13,1016,205,8.75E-13,4.27E-12
1222,0,1,CADC0873,5,234,48,-1.82E-06,6.83E-10,2.61E-05,-1.515751129,0.06607658998,1,1,1,5,16,1.25E-11,1.49E-12,1186,240,2.92E-12,1.42E-11
1223,0,0,CADC0873,5,201,41,-1.11E-06,4.95E-10,2.22E-05,-1.479203038,-0.06516721516,1,1,1,5,13,1.25E-11,1.72E-12,1015,205,2.46E-12,1.21E-11
1224,0,1,CADC0873,5,176,36,-2.96E-06,1.61E-10,1.27E-05,-1.407680885,0.01949533798,1,1,1,5,10,5.32E-12,1.08E-12,886,180,9.14E-13,4.47E-12
1225,0,1,CADC0873,5,190,39,4.48E-07,2.63E-10,1.62E-05,-1.438724827,0.08519186734,1,1,1,4,12,7.33E-12,1.35E-12,950,195,1.38E-12,6.74E-12
1226,0,1,CADC0873,5,175,36,-4.13E-06,2.74E-10,1.65E-05,-1.134756792,-0.2844536882,1,1,1,4,11,8.08E-12,1.31E-12,875,180,1.56E-12,7.60E-12
1227,0,1,CADC0873,5,215,44,-1.69E-06,8.39E-10,2.90E-05,-1.471542481,0.021741211,1,1,1,4,13,1.77E-11,1.50E-12,1075,220,3.90E-12,1.91E-11
1228,0,1,CADC0873,5,220,45,-1.59E-06,1.06E-09,3.26E-05,-1.481975544,-0.002016131065,1,1,1,6,15,2.16E-11,2.23E-12,1100,225,4.84E-12,2.37E-11
1229,0,1,CADC0873,5,250,51,1.18E-06,8.31E-10,2.88E-05,-1.23863759,-0.1281545708,1,1,1,8,17,1.27E-11,1.72E-12,1250,255,3.32E-12,1.63E-11
1230,0,1,CADC0873,5,225,46,-7.48E-06,1.03E-10,1.01E-05,-1.46029739,0.01874889241,1,1,1,8,15,2.24E-12,7.43E-13,1125,230,4.56E-13,2.23E-12
1231,0,1,CADC0873,5,235,48,2.46E-07,1.19E-10,1.09E-05,-1.062148396,-0.3305844813,1,1,1,11,15,1.96E-12,7.64E-13,1175,240,5.07E-13,2.48E-12
1232,0,1,CADC0873,5,241,49,-8.21E-07,1.76E-10,1.33E-05,-1.424809865,-0.07182235521,1,1,1,7,16,3.22E-12,1.04E-12,1211,245,7.32E-13,3.60E-12
1233,0,0,CADC0873,5,232,47,3.91E-07,1.65E-10,1.29E-05,-1.50733837,-0.02684695953,1,1,1,7,15,3.22E-12,5.43E-13,1172,235,7.13E-13,3.52E-12
1234,0,1,CADC0873,5,212,43,-9.07E-07,1.32E-10,1.15E-05,-1.516452573,-0.06316087187,1,1,1,11,14,3.26E-12,1.08E-12,1084,215,6.23E-13,3.07E-12
1235,1,1,CADC0873,5,210,19,-1.04E-05,2.98E-11,5.46E-06,-0.1345869317,0.7478438991,1,1,0,1,1,8.01E-12,1.30E-11,16050,95,1.42E-13,1.57E-12
1236,0,1,CADC0873,5,170,35,-3.09E-06,5.86E-11,7.66E-06,-1.435701047,0.02908883305,1,1,1,6,10,2.33E-12,9.90E-13,850,175,3.45E-13,1.68E-12
1237,0,1,CADC0873,5,217,44,1.39E-06,3.04E-10,1.74E-05,-1.276686397,-0.1258796683,1,1,1,5,11,6.43E-12,9.18E-13,1097,220,1.40E-12,6.91E-12
1238,0,1,CADC0873,5,245,50,2.65E-06,6.04E-10,2.46E-05,-1.453960444,0.0513500402,1,1,1,6,17,1.00E-11,1.27E-12,1225,250,2.47E-12,1.21E-11
1239,0,1,CADC0873,5,225,46,-5.13E-06,1.84E-10,1.36E-05,-1.478927827,-0.00369956055,1,1,1,7,15,3.69E-12,5.76E-13,1125,230,8.17E-13,4.00E-12
1240,0,0,CADC0873,5,265,54,1.86E-06,2.79E-10,1.67E-05,-1.504214266,0.08466333305,1,1,1,6,17,4.03E-12,3.88E-13,1325,270,1.05E-12,5.17E-12
1241,0,1,CADC0873,5,240,49,-2.34E-06,7.72E-10,2.78E-05,-1.483837211,0.045997939,1,1,1,2,15,1.32E-11,1.11E-12,1200,245,3.22E-12,1.57E-11
1242,0,0,CADC0873,5,215,44,-2.18E-06,6.16E-10,2.48E-05,-1.485074307,-0.007273837653,1,1,1,5,14,1.33E-11,1.54E-12,1075,220,2.86E-12,1.40E-11
1243,0,1,CADC0873,5,150,31,-2.37E-06,9.69E-11,9.85E-06,-0.7383670186,-0.694378908,1,1,1,6,9,2.74E-12,7.54E-13,750,155,6.46E-13,3.13E-12
1244,0,1,CADC0873,5,185,38,6.55E-07,2.48E-10,1.57E-05,-0.6751692042,-0.6345780658,1,1,1,6,13,5.72E-12,1.65E-12,925,190,1.34E-12,6.53E-12
1245,0,1,CADC0873,5,200,41,1.42E-07,5.76E-10,2.40E-05,-1.506475257,0.0192012356,1,1,1,4,14,1.43E-11,1.63E-12,1000,205,2.88E-12,1.40E-11
1246,0,1,CADC0873,5,215,44,-1.10E-06,8.77E-10,2.96E-05,-1.445014656,-0.02154973501,1,1,1,4,14,1.83E-11,1.71E-12,1075,220,4.08E-12,1.99E-11
1247,0,1,CADC0873,5,230,47,-3.11E-06,8.55E-10,2.92E-05,-1.470098598,-0.01953623135,1,1,1,4,18,1.61E-11,1.97E-12,1150,235,3.72E-12,1.82E-11
1248,0,1,CADC0873,5,270,55,-3.14E-07,8.14E-10,2.85E-05,-1.482759899,0.05294803584,1,1,1,3,20,1.13E-11,1.37E-12,1350,275,3.02E-12,1.48E-11
1249,0,1,CADC0873,5,222,45,9.19E-07,1.82E-10,1.35E-05,-1.509005666,0.08387804462,1,1,1,4,15,3.93E-12,8.04E-13,1122,225,8.20E-13,4.05E-12
1250,0,1,CADC0873,5,225,46,-7.63E-07,3.40E-10,1.85E-05,-1.208352472,-0.2108403811,1,1,1,8,16,6.27E-12,9.62E-13,1125,230,1.51E-12,7.40E-12
1251,0,1,CADC0873,5,245,50,-2.32E-06,4.93E-10,2.22E-05,-1.489930262,0.02013064653,1,1,1,5,15,8.28E-12,1.31E-12,1225,250,2.01E-12,9.87E-12
1252,0,1,CADC0873,5,265,54,1.28E-06,7.09E-10,2.66E-05,-1.47374069,0.06417802184,1,1,1,7,16,1.02E-11,1.51E-12,1325,270,2.68E-12,1.31E-11
1253,0,0,CADC0873,5,355,72,-1.34E-06,4.95E-10,2.23E-05,-1.35693243,-0.04418690694,1,1,1,13,25,4.15E-12,8.05E-13,1775,360,1.40E-12,6.88E-12
1254,0,1,CADC0873,5,290,59,-7.91E-07,2.47E-10,1.57E-05,-1.359449079,-0.03910686875,1,1,1,15,18,2.85E-12,8.72E-13,1450,295,8.52E-13,4.19E-12
1255,0,1,CADC0873,5,230,47,-6.70E-06,2.59E-10,1.61E-05,-0.7142111333,-0.6446980726,1,1,1,9,17,3.87E-12,1.27E-12,1150,235,1.13E-12,5.52E-12
1256,0,1,CADC0873,5,245,50,2.46E-07,9.11E-10,3.02E-05,-1.504057454,0.02802860817,1,1,1,3,14,1.50E-11,9.00E-13,1225,250,3.72E-12,1.82E-11
1257,0,0,CADC0873,5,225,46,-1.52E-06,7.83E-10,2.80E-05,-1.493412724,0.00798314998,1,1,1,5,14,1.54E-11,1.49E-12,1125,230,3.48E-12,1.70E-11
1258,0,1,CADC0873,5,205,42,3.02E-06,4.03E-10,2.01E-05,-0.7779494085,-0.5614869571,1,1,1,5,13,7.87E-12,1.29E-12,1025,210,1.97E-12,9.60E-12
1259,0,0,CADC0873,5,145,30,-7.76E-06,2.16E-11,4.65E-06,-0.9620027666,-0.2860743781,1,1,0,7,9,9.00E-13,5.81E-13,725,150,1.49E-13,7.21E-13
1260,0,1,CADC0873,5,200,41,1.47E-06,1.66E-10,1.29E-05,-1.498222004,0.09897616939,1,1,1,5,11,4.24E-12,4.93E-13,1000,205,8.31E-13,4.05E-12
1261,0,1,CADC0873,5,202,41,-3.91E-06,4.02E-10,2.00E-05,-1.003067644,-0.451444225,1,1,1,3,13,7.62E-12,7.27E-13,1038,205,1.99E-12,9.80E-12
1262,0,0,CADC0873,5,249,51,3.55E-07,3.41E-10,1.85E-05,-1.485382368,0.02976812284,1,1,1,6,17,5.51E-12,8.86E-13,1259,255,1.37E-12,6.68E-12
1263,0,1,CADC0873,5,236,48,-3.72E-07,2.39E-10,1.55E-05,-1.461437401,-0.0110877201,1,1,1,6,15,4.50E-12,1.04E-12,1186,240,1.01E-12,4.98E-12
1264,0,1,CADC0873,5,195,40,-2.66E-06,1.10E-10,1.05E-05,-0.5688770039,-0.7922105157,1,1,1,10,15,1.99E-12,6.56E-13,975,200,5.64E-13,2.75E-12
1265,0,1,CADC0873,5,235,48,1.42E-06,4.80E-10,2.19E-05,-1.419995053,-0.07052529513,1,1,1,2,14,8.54E-12,6.21E-13,1175,240,2.04E-12,9.99E-12
1266,1,1,CADC0873,5,430,63,-1.23E-05,3.16E-10,1.78E-05,-0.8347042705,0.5645507871,1,1,1,1,1,8.05E-12,9.38E-12,17150,315,7.36E-13,5.02E-12
1267,0,0,CADC0873,5,275,56,1.35E-06,3.06E-10,1.75E-05,-1.393257427,-0.1368934629,1,1,1,9,18,4.12E-12,1.04E-12,1375,280,1.11E-12,5.47E-12
1268,0,1,CADC0873,5,250,51,-8.09E-06,1.22E-10,1.10E-05,-1.431485438,0.02716523064,1,1,1,7,17,2.02E-12,4.61E-13,1250,255,4.88E-13,2.39E-12
1269,0,1,CADC0873,5,235,48,-4.19E-06,1.40E-10,1.18E-05,-1.292565577,-0.0868631687,1,1,1,6,15,2.47E-12,5.56E-13,1175,240,5.96E-13,2.92E-12
1270,0,1,CADC0873,5,240,49,4.12E-06,4.33E-10,2.08E-05,-1.503704679,0.1147107811,1,1,1,9,15,7.68E-12,1.29E-12,1200,245,1.81E-12,8.84E-12
1271,0,1,CADC0873,5,240,49,-2.17E-06,3.17E-10,1.78E-05,-1.468448896,0.01389455766,1,1,1,9,15,5.53E-12,9.12E-13,1200,245,1.32E-12,6.46E-12
1272,0,1,CADC0873,5,245,50,-1.75E-06,3.19E-10,1.79E-05,-1.457643536,-0.01604881689,1,1,1,7,15,5.37E-12,8.96E-13,1225,250,1.30E-12,6.37E-12
1273,1,0,CADC0873,5,260,53,-3.03E-06,2.29E-10,1.51E-05,-1.344153936,0.1536954104,2,1,1,3,2,1.36E-11,2.62E-11,1300,265,8.81E-13,4.32E-12
1274,0,1,CADC0873,5,240,49,4.31E-06,2.88E-10,1.70E-05,-1.489962916,0.05158672175,1,1,1,5,15,5.09E-12,7.64E-13,1200,245,1.20E-12,5.89E-12
